rawName,canonicalName,confidenceScore,resolutionMethod
designcomputer,designcomputer,100.0,PASSTHROUGH
determined-ai,determined-ai,100.0,PASSTHROUGH
devflowinc,devflowinc,100.0,PASSTHROUGH
devv-ai,devv-ai,100.0,PASSTHROUGH
dezoito,dezoito,100.0,PASSTHROUGH
dhammon,dhammon,100.0,PASSTHROUGH
diStyApps,diStyApps,100.0,PASSTHROUGH
didi,didi,100.0,PASSTHROUGH
different-ai,different-ai,100.0,PASSTHROUGH
digma-ai,digma-ai,100.0,PASSTHROUGH
dimaag-ai,dimaag-ai,100.0,PASSTHROUGH
ditto-assistant,ditto-assistant,100.0,PASSTHROUGH
divagr18,divagr18,100.0,PASSTHROUGH
djcopley,djcopley,100.0,PASSTHROUGH
do-md,do-md,100.0,PASSTHROUGH
doc-ai,doc-ai,100.0,PASSTHROUGH
dolr-ai,dolr-ai,100.0,PASSTHROUGH
dongrixinyu,dongrixinyu,100.0,PASSTHROUGH
dot-agent,dot-agent,100.0,PASSTHROUGH
dragon1086,dragon1086,100.0,PASSTHROUGH
drexelai,drexelai,100.0,PASSTHROUGH
dromara,dromara,100.0,PASSTHROUGH
dtyq,dtyq,100.0,PASSTHROUGH
dynamiq-ai,dynamiq-ai,100.0,PASSTHROUGH
dyoshikawa,dyoshikawa,100.0,PASSTHROUGH
dzhng,dzhng,100.0,PASSTHROUGH
e2b-dev,e2b-dev,100.0,PASSTHROUGH
earlyaidopters,earlyaidopters,100.0,PASSTHROUGH
eclaire-labs,eclaire-labs,100.0,PASSTHROUGH
edenai,edenai,100.0,PASSTHROUGH
editor-code-assistant,editor-code-assistant,100.0,PASSTHROUGH
efugier,efugier,100.0,PASSTHROUGH
eidolon-ai,eidolon-ai,100.0,PASSTHROUGH
eigent-ai,eigent-ai,100.0,PASSTHROUGH
elastic-ai,elastic-ai,100.0,PASSTHROUGH
elder-plinius,elder-plinius,100.0,PASSTHROUGH
elimu-ai,elimu-ai,100.0,PASSTHROUGH
eltociear,eltociear,100.0,PASSTHROUGH
elyra-ai,elyra-ai,100.0,PASSTHROUGH
emacs-openai,emacs-openai,100.0,PASSTHROUGH
emrgnt-cmplxty,emrgnt-cmplxty,100.0,PASSTHROUGH
enoch3712,enoch3712,100.0,PASSTHROUGH
envoyproxy,envoyproxy,100.0,PASSTHROUGH
eosphoros-ai,eosphoros-ai,100.0,PASSTHROUGH
epoch-research,epoch-research,100.0,PASSTHROUGH
eto-ai,eto-ai,100.0,PASSTHROUGH
eudk,eudk,100.0,PASSTHROUGH
eumetnet-e-ai,eumetnet-e-ai,100.0,PASSTHROUGH
evanca,evanca,100.0,PASSTHROUGH
evidentlyai,evidentlyai,100.0,PASSTHROUGH
evilsocket,evilsocket,100.0,PASSTHROUGH
evolvent-ai,evolvent-ai,100.0,PASSTHROUGH
f,f,100.0,PASSTHROUGH
facebookresearch,facebookresearch,100.0,PASSTHROUGH
factoredai,factoredai,100.0,PASSTHROUGH
fal-ai-community,fal-ai-community,100.0,PASSTHROUGH
fancyboi999,fancyboi999,100.0,PASSTHROUGH
faros-ai,faros-ai,100.0,PASSTHROUGH
fastai,fastai,100.0,PASSTHROUGH
fathah,fathah,100.0,PASSTHROUGH
fazer-ai,fazer-ai,100.0,PASSTHROUGH
felixrieseberg,felixrieseberg,100.0,PASSTHROUGH
felladrin,felladrin,100.0,PASSTHROUGH
fellowship,fellowship,100.0,PASSTHROUGH
fengshao1227,fengshao1227,100.0,PASSTHROUGH
fetchai,fetchai,100.0,PASSTHROUGH
fiatrete,fiatrete,100.0,PASSTHROUGH
fiddler-labs,fiddler-labs,100.0,PASSTHROUGH
field-ai,field-ai,100.0,PASSTHROUGH
figurerobotics,figurerobotics,100.0,PASSTHROUGH
fim-ai,fim-ai,100.0,PASSTHROUGH
firecrawl,firecrawl,100.0,PASSTHROUGH
fiveai,fiveai,100.0,PASSTHROUGH
fixie-ai,fixie-ai,100.0,PASSTHROUGH
flaqai,flaqai,100.0,PASSTHROUGH
fleet-ai,fleet-ai,100.0,PASSTHROUGH
flexaihq,flexaihq,100.0,PASSTHROUGH
floatboatai,floatboatai,100.0,PASSTHROUGH
floneum,floneum,100.0,PASSTHROUGH
flowaicom,flowaicom,100.0,PASSTHROUGH
flowdriveai,flowdriveai,100.0,PASSTHROUGH
flowx-ai,flowx-ai,100.0,PASSTHROUGH
fmaclen,fmaclen,100.0,PASSTHROUGH
for-the-zero,for-the-zero,100.0,PASSTHROUGH
fpytloun,fpytloun,100.0,PASSTHROUGH
franklin-ai,franklin-ai,100.0,PASSTHROUGH
friendliai,friendliai,100.0,PASSTHROUGH
frontman-ai,frontman-ai,100.0,PASSTHROUGH
funstory-ai,funstory-ai,100.0,PASSTHROUGH
furiosa-ai,furiosa-ai,100.0,PASSTHROUGH
fuseai-fellowship,fuseai-fellowship,100.0,PASSTHROUGH
fuxicodex,fuxicodex,100.0,PASSTHROUGH
fw-ai,fw-ai,100.0,PASSTHROUGH
gabotechs,gabotechs,100.0,PASSTHROUGH
gaih,gaih,100.0,PASSTHROUGH
gakonst,gakonst,100.0,PASSTHROUGH
galilai-group,galilai-group,100.0,PASSTHROUGH
garylab,garylab,100.0,PASSTHROUGH
gcui-art,gcui-art,100.0,PASSTHROUGH
genai-works-org,genai-works-org,100.0,PASSTHROUGH
genbio-ai,genbio-ai,100.0,PASSTHROUGH
generalaction,generalaction,100.0,PASSTHROUGH
genia-dev,genia-dev,100.0,PASSTHROUGH
genkit-ai,genkit-ai,100.0,PASSTHROUGH
genomoncology,genomoncology,100.0,PASSTHROUGH
genrobot-ai,genrobot-ai,100.0,PASSTHROUGH
gensecaihq,gensecaihq,100.0,PASSTHROUGH
georgia-tech-db,georgia-tech-db,100.0,PASSTHROUGH
getCUJO,getCUJO,100.0,PASSTHROUGH
getbasedai,getbasedai,100.0,PASSTHROUGH
getsavvyinc,getsavvyinc,100.0,PASSTHROUGH
getumbrel,getumbrel,100.0,PASSTHROUGH
getzep,getzep,100.0,PASSTHROUGH
gglucass,gglucass,100.0,PASSTHROUGH
ghbalf,ghbalf,100.0,PASSTHROUGH
gi-dellav,gi-dellav,100.0,PASSTHROUGH
giotto-ai,giotto-ai,100.0,PASSTHROUGH
girafe-ai,girafe-ai,100.0,PASSTHROUGH
git-ai-project,git-ai-project,100.0,PASSTHROUGH
githubanotaai,githubanotaai,100.0,PASSTHROUGH
githubnext,githubnext,100.0,PASSTHROUGH
globalaiplatform,globalaiplatform,100.0,PASSTHROUGH
gmpetrov,gmpetrov,100.0,PASSTHROUGH
go-kratos,go-kratos,100.0,PASSTHROUGH
gobii-ai,gobii-ai,100.0,PASSTHROUGH
gofireflyio,gofireflyio,100.0,PASSTHROUGH
gojue,gojue,100.0,PASSTHROUGH
gokite-ai,gokite-ai,100.0,PASSTHROUGH
gomarble-ai,gomarble-ai,100.0,PASSTHROUGH
google,google,100.0,PASSTHROUGH
googleapis,googleapis,100.0,PASSTHROUGH
gottingen,gottingen,100.0,PASSTHROUGH
grab,grab,100.0,PASSTHROUGH
gretelai,gretelai,100.0,PASSTHROUGH
gridai,gridai,100.0,PASSTHROUGH
griptape-ai,griptape-ai,100.0,PASSTHROUGH
grok-ai,grok-ai,100.0,PASSTHROUGH
groundlight,groundlight,100.0,PASSTHROUGH
growthxai,growthxai,100.0,PASSTHROUGH
gsuuon,gsuuon,100.0,PASSTHROUGH
guardrails-ai,guardrails-ai,100.0,PASSTHROUGH
guardstrikelab,guardstrikelab,100.0,PASSTHROUGH
guiiai,guiiai,100.0,PASSTHROUGH
guildai,guildai,100.0,PASSTHROUGH
guywaldman,guywaldman,100.0,PASSTHROUGH
h2oai,h2oai,100.0,PASSTHROUGH
hackerai-tech,hackerai-tech,100.0,PASSTHROUGH
haddock-development,haddock-development,100.0,PASSTHROUGH
halo-dev,halo-dev,100.0,PASSTHROUGH
hanamizuki-ai,hanamizuki-ai,100.0,PASSTHROUGH
hanlulong,hanlulong,100.0,PASSTHROUGH
hanzoai,hanzoai,100.0,PASSTHROUGH
hao-ai-lab,hao-ai-lab,100.0,PASSTHROUGH
haomo-ai,haomo-ai,100.0,PASSTHROUGH
haris-musa,haris-musa,100.0,PASSTHROUGH
harrison-ai,harrison-ai,100.0,PASSTHROUGH
hatchet-dev,hatchet-dev,100.0,PASSTHROUGH
headroomlabs-ai,headroomlabs-ai,100.0,PASSTHROUGH
heavyai,heavyai,100.0,PASSTHROUGH
hecrj,hecrj,100.0,PASSTHROUGH
hegelai,hegelai,100.0,PASSTHROUGH
hellas-ai,hellas-ai,100.0,PASSTHROUGH
hello-diana,hello-diana,100.0,PASSTHROUGH
hemansnation,hemansnation,100.0,PASSTHROUGH
hengruiyun,hengruiyun,100.0,PASSTHROUGH
henomis,henomis,100.0,PASSTHROUGH
hereandnowai,hereandnowai,100.0,PASSTHROUGH
hexabot-ai,hexabot-ai,100.0,PASSTHROUGH
hexdocom,hexdocom,100.0,PASSTHROUGH
heypocketai,heypocketai,100.0,PASSTHROUGH
hezarai,hezarai,100.0,PASSTHROUGH
hippocraticaidev,hippocraticaidev,100.0,PASSTHROUGH
hiyouga,hiyouga,100.0,PASSTHROUGH
holaboss-ai,holaboss-ai,100.0,PASSTHROUGH
holistic-ai,holistic-ai,100.0,PASSTHROUGH
homeassistant-ai,homeassistant-ai,100.0,PASSTHROUGH
hopx-ai,hopx-ai,100.0,PASSTHROUGH
horizon3ai,horizon3ai,100.0,PASSTHROUGH
hpcaitech,hpcaitech,100.0,PASSTHROUGH
https-deeplearning-ai,https-deeplearning-ai,100.0,PASSTHROUGH
huangjia2019,huangjia2019,100.0,PASSTHROUGH
huggingface,huggingface,100.0,PASSTHROUGH
humanlayer,humanlayer,100.0,PASSTHROUGH
humblebeeai,humblebeeai,100.0,PASSTHROUGH
hype-usp,hype-usp,100.0,PASSTHROUGH
hyper-mcp-rs,hyper-mcp-rs,100.0,PASSTHROUGH
hyperai,hyperai,100.0,PASSTHROUGH
hyperb1iss,hyperb1iss,100.0,PASSTHROUGH
hyperbrowserai,hyperbrowserai,100.0,PASSTHROUGH
hyperfield,hyperfield,100.0,PASSTHROUGH
hyperspaceai,hyperspaceai,100.0,PASSTHROUGH
i-am-bee,i-am-bee,100.0,PASSTHROUGH
i-dot-ai,i-dot-ai,100.0,PASSTHROUGH
iLearn-Lab,iLearn-Lab,100.0,PASSTHROUGH
iOfficeAI,iOfficeAI,100.0,PASSTHROUGH
iagooar,iagooar,100.0,PASSTHROUGH
iamzhihuix,iamzhihuix,100.0,PASSTHROUGH
iblai,iblai,100.0,PASSTHROUGH
icereed,icereed,100.0,PASSTHROUGH
idosal,idosal,100.0,PASSTHROUGH
idurar,idurar,100.0,PASSTHROUGH
ifixai-ai,ifixai-ai,100.0,PASSTHROUGH
iflytek,iflytek,100.0,PASSTHROUGH
ihor-sokoliuk,ihor-sokoliuk,100.0,PASSTHROUGH
iiis-ai,iiis-ai,100.0,PASSTHROUGH
ikaijua,ikaijua,100.0,PASSTHROUGH
ikanam-ai,ikanam-ai,100.0,PASSTHROUGH
ikatsov,ikatsov,100.0,PASSTHROUGH
inclusionAI,inclusionAI,100.0,PASSTHROUGH
inductiva,inductiva,100.0,PASSTHROUGH
inferablehq,inferablehq,100.0,PASSTHROUGH
inference-ai-course,inference-ai-course,100.0,PASSTHROUGH
inmve,inmve,100.0,PASSTHROUGH
inngest,inngest,100.0,PASSTHROUGH
insoblok,insoblok,100.0,PASSTHROUGH
inspirai,inspirai,100.0,PASSTHROUGH
instill-ai,instill-ai,100.0,PASSTHROUGH
instillai,instillai,100.0,PASSTHROUGH
instructa,instructa,100.0,PASSTHROUGH
intentee,intentee,100.0,PASSTHROUGH
inverted-ai,inverted-ai,100.0,PASSTHROUGH
ioai-tech,ioai-tech,100.0,PASSTHROUGH
irgolic,irgolic,100.0,PASSTHROUGH
ischemaview,ischemaview,100.0,PASSTHROUGH
itamargol,itamargol,100.0,PASSTHROUGH
ivnvxd,ivnvxd,100.0,PASSTHROUGH
ivrit-ai,ivrit-ai,100.0,PASSTHROUGH
ix-infrastructure,ix-infrastructure,100.0,PASSTHROUGH
jackaduma,jackaduma,100.0,PASSTHROUGH
jackmpcollins,jackmpcollins,100.0,PASSTHROUGH
jakobhoeg,jakobhoeg,100.0,PASSTHROUGH
jaredrhod,jaredrhod,100.0,PASSTHROUGH
jatinkrmalik,jatinkrmalik,100.0,PASSTHROUGH
java-up-up,java-up-up,100.0,PASSTHROUGH
jd-opensource,jd-opensource,100.0,PASSTHROUGH
jeecgboot,jeecgboot,100.0,PASSTHROUGH
jeremylongshore,jeremylongshore,100.0,PASSTHROUGH
jgravelle,jgravelle,100.0,PASSTHROUGH
jiggy-ai,jiggy-ai,100.0,PASSTHROUGH
jina-ai,jina-ai,100.0,PASSTHROUGH
jinbooooom,jinbooooom,100.0,PASSTHROUGH
jinzcdev,jinzcdev,100.0,PASSTHROUGH
jitai-team,jitai-team,100.0,PASSTHROUGH
jjang-ai,jjang-ai,100.0,PASSTHROUGH
jjiantong,jjiantong,100.0,PASSTHROUGH
jmaczan,jmaczan,100.0,PASSTHROUGH
jmerelnyc,jmerelnyc,100.0,PASSTHROUGH
john-rocky,john-rocky,100.0,PASSTHROUGH
johnbean393,johnbean393,100.0,PASSTHROUGH
jondot,jondot,100.0,PASSTHROUGH
judahpaul16,judahpaul16,100.0,PASSTHROUGH
jujumilk3,jujumilk3,100.0,PASSTHROUGH
julep-ai,julep-ai,100.0,PASSTHROUGH
julien040,julien040,100.0,PASSTHROUGH
junhoyeo,junhoyeo,100.0,PASSTHROUGH
junruxiong,junruxiong,100.0,PASSTHROUGH
jupyter-naas,jupyter-naas,100.0,PASSTHROUGH
just-ai,just-ai,100.0,PASSTHROUGH
jwadow,jwadow,100.0,PASSTHROUGH
kagisearch,kagisearch,100.0,PASSTHROUGH
kaiko-ai,kaiko-ai,100.0,PASSTHROUGH
kaistAI,kaistAI,100.0,PASSTHROUGH
kaito-project,kaito-project,100.0,PASSTHROUGH
kamilstanuch,kamilstanuch,100.0,PASSTHROUGH
kamiwaza-ai,kamiwaza-ai,100.0,PASSTHROUGH
kamjin3086,kamjin3086,100.0,PASSTHROUGH
kantord,kantord,100.0,PASSTHROUGH
kapa-ai,kapa-ai,100.0,PASSTHROUGH
karanb192,karanb192,100.0,PASSTHROUGH
kartAI,kartAI,100.0,PASSTHROUGH
karust,karust,100.0,PASSTHROUGH
kasaai,kasaai,100.0,PASSTHROUGH
katonic-dev,katonic-dev,100.0,PASSTHROUGH
kayba-ai,kayba-ai,100.0,PASSTHROUGH
kby-ai,kby-ai,100.0,PASSTHROUGH
keenableai,keenableai,100.0,PASSTHROUGH
keibaAI-community,keibaAI-community,100.0,PASSTHROUGH
kessler,kessler,100.0,PASSTHROUGH
kevinhermawan,kevinhermawan,100.0,PASSTHROUGH
keycardai,keycardai,100.0,PASSTHROUGH
khive-ai,khive-ai,100.0,PASSTHROUGH
khoj-ai,khoj-ai,100.0,PASSTHROUGH
kizuna-ai-lab,kizuna-ai-lab,100.0,PASSTHROUGH
kodu-ai,kodu-ai,100.0,PASSTHROUGH
kontent-ai,kontent-ai,100.0,PASSTHROUGH
koombea,koombea,100.0,PASSTHROUGH
korbit-ai,korbit-ai,100.0,PASSTHROUGH
kortix-ai,kortix-ai,100.0,PASSTHROUGH
kossakovsky,kossakovsky,100.0,PASSTHROUGH
krafton-ai,krafton-ai,100.0,PASSTHROUGH
kraina-ai,kraina-ai,100.0,PASSTHROUGH
kris-hansen,kris-hansen,100.0,PASSTHROUGH
krishnakanthb13,krishnakanthb13,100.0,PASSTHROUGH
ksug-ai,ksug-ai,100.0,PASSTHROUGH
kuafuai,kuafuai,100.0,PASSTHROUGH
kubeai-project,kubeai-project,100.0,PASSTHROUGH
kubeflow,kubeflow,100.0,PASSTHROUGH
kubesphere,kubesphere,100.0,PASSTHROUGH
kubiyabot,kubiyabot,100.0,PASSTHROUGH
kuwaai,kuwaai,100.0,PASSTHROUGH
kvcache-ai,kvcache-ai,100.0,PASSTHROUGH
kwaroran,kwaroran,100.0,PASSTHROUGH
kyleskom,kyleskom,100.0,PASSTHROUGH
kyrolabs,kyrolabs,100.0,PASSTHROUGH
lablab-ai,lablab-ai,100.0,PASSTHROUGH
labmlai,labmlai,100.0,PASSTHROUGH
lamini-ai,lamini-ai,100.0,PASSTHROUGH
lanceberge,lanceberge,100.0,PASSTHROUGH
landing-ai,landing-ai,100.0,PASSTHROUGH
langchain-ai,langchain-ai,100.0,PASSTHROUGH
langgenius,langgenius,100.0,PASSTHROUGH
langgptai,langgptai,100.0,PASSTHROUGH
langroid,langroid,100.0,PASSTHROUGH
langwatch,langwatch,100.0,PASSTHROUGH
lanyonai,lanyonai,100.0,PASSTHROUGH
lastmile-ai,lastmile-ai,100.0,PASSTHROUGH
lavague-ai,lavague-ai,100.0,PASSTHROUGH
lawve-ai,lawve-ai,100.0,PASSTHROUGH
lealone,lealone,100.0,PASSTHROUGH
legeling,legeling,100.0,PASSTHROUGH
leiting-eric,leiting-eric,100.0,PASSTHROUGH
lemonade-sdk,lemonade-sdk,100.0,PASSTHROUGH
lemony-ai,lemony-ai,100.0,PASSTHROUGH
leon-ai,leon-ai,100.0,PASSTHROUGH
leptonai,leptonai,100.0,PASSTHROUGH
letta-ai,letta-ai,100.0,PASSTHROUGH
lfai,lfai,100.0,PASSTHROUGH
li2109,li2109,100.0,PASSTHROUGH
linghungegeg,linghungegeg,100.0,PASSTHROUGH
linto-ai,linto-ai,100.0,PASSTHROUGH
lintsinghua,lintsinghua,100.0,PASSTHROUGH
linzzzzzz,linzzzzzz,100.0,PASSTHROUGH
liquidos-ai,liquidos-ai,100.0,PASSTHROUGH
liruifengv,liruifengv,100.0,PASSTHROUGH
livecontext-ai,livecontext-ai,100.0,PASSTHROUGH
liyupi,liyupi,100.0,PASSTHROUGH
llm-d,llm-d,100.0,PASSTHROUGH
llm-edge,llm-edge,100.0,PASSTHROUGH
llm-tools,llm-tools,100.0,PASSTHROUGH
llmware-ai,llmware-ai,100.0,PASSTHROUGH
llt22,llt22,100.0,PASSTHROUGH
lmg-anon,lmg-anon,100.0,PASSTHROUGH
lmnr-ai,lmnr-ai,100.0,PASSTHROUGH
lmos-ai,lmos-ai,100.0,PASSTHROUGH
lobehub,lobehub,100.0,PASSTHROUGH
locaal-ai,locaal-ai,100.0,PASSTHROUGH
localai-org,localai-org,100.0,PASSTHROUGH
lone-cloud,lone-cloud,100.0,PASSTHROUGH
looplj,looplj,100.0,PASSTHROUGH
louisfb01,louisfb01,100.0,PASSTHROUGH
louisgv,louisgv,100.0,PASSTHROUGH
lovstudio,lovstudio,100.0,PASSTHROUGH
luban-agi,luban-agi,100.0,PASSTHROUGH
lumalabs,lumalabs,100.0,PASSTHROUGH
lunorai,lunorai,100.0,PASSTHROUGH
luomor-ai,luomor-ai,100.0,PASSTHROUGH
lupantech,lupantech,100.0,PASSTHROUGH
lxe,lxe,100.0,PASSTHROUGH
madewithai,madewithai,100.0,PASSTHROUGH
malaysia-ai,malaysia-ai,100.0,PASSTHROUGH
manojmallick,manojmallick,100.0,PASSTHROUGH
manthanguptaa,manthanguptaa,100.0,PASSTHROUGH
manus-ai,manus-ai,100.0,PASSTHROUGH
marella,marella,100.0,PASSTHROUGH
maritaca-ai,maritaca-ai,100.0,PASSTHROUGH
markprompt,markprompt,100.0,PASSTHROUGH
marswaveai,marswaveai,100.0,PASSTHROUGH
mastra-ai,mastra-ai,100.0,PASSTHROUGH
materialyzeai,materialyzeai,100.0,PASSTHROUGH
math-ai-org,math-ai-org,100.0,PASSTHROUGH
matlab,matlab,100.0,PASSTHROUGH
matrixorigin,matrixorigin,100.0,PASSTHROUGH
matt1398,matt1398,100.0,PASSTHROUGH
maum-ai,maum-ai,100.0,PASSTHROUGH
maximhq,maximhq,100.0,PASSTHROUGH
mbodiai,mbodiai,100.0,PASSTHROUGH
mc-bench,mc-bench,100.0,PASSTHROUGH
mdai,mdai,100.0,PASSTHROUGH
meca-technologies,meca-technologies,100.0,PASSTHROUGH
mediar-ai,mediar-ai,100.0,PASSTHROUGH
meetcleo,meetcleo,100.0,PASSTHROUGH
meistrari,meistrari,100.0,PASSTHROUGH
melandlabs,melandlabs,100.0,PASSTHROUGH
mem0ai,mem0ai,100.0,PASSTHROUGH
memvid,memvid,100.0,PASSTHROUGH
meshy-dev,meshy-dev,100.0,PASSTHROUGH
messkan,messkan,100.0,PASSTHROUGH
meta-llama,meta-llama,100.0,PASSTHROUGH
metame-ai,metame-ai,100.0,PASSTHROUGH
metauto-ai,metauto-ai,100.0,PASSTHROUGH
mezbaul-h,mezbaul-h,100.0,PASSTHROUGH
miantiao-me,miantiao-me,100.0,PASSTHROUGH
michaelthwan,michaelthwan,100.0,PASSTHROUGH
microsoft,Microsoft,100.0,EXACT_MATCH
milady-ai,milady-ai,100.0,PASSTHROUGH
milanglacier,milanglacier,100.0,PASSTHROUGH
milisp,milisp,100.0,PASSTHROUGH
mingchen666,mingchen666,100.0,PASSTHROUGH
minitap-ai,minitap-ai,100.0,PASSTHROUGH
minivision-ai,minivision-ai,100.0,PASSTHROUGH
minmaxflow,minmaxflow,100.0,PASSTHROUGH
minsight-ai-info,minsight-ai-info,100.0,PASSTHROUGH
mint-ai,mint-ai,100.0,PASSTHROUGH
minusxai,minusxai,100.0,PASSTHROUGH
mishushakov,mishushakov,100.0,PASSTHROUGH
mistralai,mistralai,100.0,PASSTHROUGH
ml-gde,ml-gde,100.0,PASSTHROUGH
mlc-ai,mlc-ai,100.0,PASSTHROUGH
mnemom,mnemom,100.0,PASSTHROUGH
mnns,mnns,100.0,PASSTHROUGH
mock-server,mock-server,100.0,PASSTHROUGH
modalai,modalai,100.0,PASSTHROUGH
modelflow-ai,modelflow-ai,100.0,PASSTHROUGH
moeru-ai,moeru-ai,100.0,PASSTHROUGH
mohsen1,mohsen1,100.0,PASSTHROUGH
moises-ai,moises-ai,100.0,PASSTHROUGH
moly-ai,moly-ai,100.0,PASSTHROUGH
momozi1996,momozi1996,100.0,PASSTHROUGH
monarch-initiative,monarch-initiative,100.0,PASSTHROUGH
monocle2ai,monocle2ai,100.0,PASSTHROUGH
moonmath-ai,moonmath-ai,100.0,PASSTHROUGH
moonshine-ai,moonshine-ai,100.0,PASSTHROUGH
moorcheh-ai,moorcheh-ai,100.0,PASSTHROUGH
morettt,morettt,100.0,PASSTHROUGH
mostly-ai,mostly-ai,100.0,PASSTHROUGH
move-ai,move-ai,100.0,PASSTHROUGH
mozilla,mozilla,100.0,PASSTHROUGH
mozilla-ai,mozilla-ai,100.0,PASSTHROUGH
mrm8488,mrm8488,100.0,PASSTHROUGH
mts-ai,mts-ai,100.0,PASSTHROUGH
mudler,mudler,100.0,PASSTHROUGH
mufeedvh,mufeedvh,100.0,PASSTHROUGH
muxlisa-ai,muxlisa-ai,100.0,PASSTHROUGH
mx-space,mx-space,100.0,PASSTHROUGH
myccarl,myccarl,100.0,PASSTHROUGH
mylxsw,mylxsw,100.0,PASSTHROUGH
mymagicpower,mymagicpower,100.0,PASSTHROUGH
myshell-ai,myshell-ai,100.0,PASSTHROUGH
nageoffer,nageoffer,100.0,PASSTHROUGH
namin,namin,100.0,PASSTHROUGH
nanobot-ai,nanobot-ai,100.0,PASSTHROUGH
nansen-ai,nansen-ai,100.0,PASSTHROUGH
nasa-jpl,nasa-jpl,100.0,PASSTHROUGH
naver-ai,naver-ai,100.0,PASSTHROUGH
nearai,nearai,100.0,PASSTHROUGH
nebuly-ai,nebuly-ai,100.0,PASSTHROUGH
neomjs,neomjs,100.0,PASSTHROUGH
neovateai,neovateai,100.0,PASSTHROUGH
neptune-ai,neptune-ai,100.0,PASSTHROUGH
nerve-sparks,nerve-sparks,100.0,PASSTHROUGH
neuml,neuml,100.0,PASSTHROUGH
neurocult,neurocult,100.0,PASSTHROUGH
neuron-core,neuron-core,100.0,PASSTHROUGH
neutree-ai,neutree-ai,100.0,PASSTHROUGH
nexthop-ai,nexthop-ai,100.0,PASSTHROUGH
nhaouari,nhaouari,100.0,PASSTHROUGH
nicepkg,nicepkg,100.0,PASSTHROUGH
nicobailon,nicobailon,100.0,PASSTHROUGH
nightfallai,nightfallai,100.0,PASSTHROUGH
niuzaisheng,niuzaisheng,100.0,PASSTHROUGH
nixified-ai,nixified-ai,100.0,PASSTHROUGH
nlweb-ai,nlweb-ai,100.0,PASSTHROUGH
nndeploy,nndeploy,100.0,PASSTHROUGH
noCaptchaAi,noCaptchaAi,100.0,PASSTHROUGH
noahshinn,noahshinn,100.0,PASSTHROUGH
nobodywho-ooo,nobodywho-ooo,100.0,PASSTHROUGH
nod-ai,nod-ai,100.0,PASSTHROUGH
nodetool-ai,nodetool-ai,100.0,PASSTHROUGH
nogibjj,nogibjj,100.0,PASSTHROUGH
nomic-ai,nomic-ai,100.0,PASSTHROUGH
normal-computing,normal-computing,100.0,PASSTHROUGH
notAI-tech,notAI-tech,100.0,PASSTHROUGH
nota-github,nota-github,100.0,PASSTHROUGH
notebooks-ai,notebooks-ai,100.0,PASSTHROUGH
nottelabs,nottelabs,100.0,PASSTHROUGH
novitalabs,novitalabs,100.0,PASSTHROUGH
nshiab,nshiab,100.0,PASSTHROUGH
ntegrals,ntegrals,100.0,PASSTHROUGH
ntthanh2603,ntthanh2603,100.0,PASSTHROUGH
nullclaw,nullclaw,100.0,PASSTHROUGH
nuls-io,nuls-io,100.0,PASSTHROUGH
obot-platform,obot-platform,100.0,PASSTHROUGH
octoml,octoml,100.0,PASSTHROUGH
oddity-ai,oddity-ai,100.0,PASSTHROUGH
ofoxai,ofoxai,100.0,PASSTHROUGH
ohad6k,ohad6k,100.0,PASSTHROUGH
ohdearquant,ohdearquant,100.0,PASSTHROUGH
ola-krutrim,ola-krutrim,100.0,PASSTHROUGH
olyaiy,olyaiy,100.0,PASSTHROUGH
om-ai-lab,om-ai-lab,100.0,PASSTHROUGH
ombharatiya,ombharatiya,100.0,PASSTHROUGH
ombulabs,ombulabs,100.0,PASSTHROUGH
omnigent-ai,omnigent-ai,100.0,PASSTHROUGH
omnimind-ai,omnimind-ai,100.0,PASSTHROUGH
omnitool-ai,omnitool-ai,100.0,PASSTHROUGH
one-covenant,one-covenant,100.0,PASSTHROUGH
oneai-nlp,oneai-nlp,100.0,PASSTHROUGH
oneil512,oneil512,100.0,PASSTHROUGH
onvoyage-ai,onvoyage-ai,100.0,PASSTHROUGH
onyx-dot-app,onyx-dot-app,100.0,PASSTHROUGH
ooples,ooples,100.0,PASSTHROUGH
opea-project,opea-project,100.0,PASSTHROUGH
open-gigaai,open-gigaai,100.0,PASSTHROUGH
open-ribbi,open-ribbi,100.0,PASSTHROUGH
open-webui,open-webui,100.0,PASSTHROUGH
openaccountants,openaccountants,100.0,PASSTHROUGH
openagents-org,openagents-org,100.0,PASSTHROUGH
openai,OpenAI,100.0,EXACT_MATCH
openai-php,openai-php,100.0,PASSTHROUGH
openaicellular,openaicellular,100.0,PASSTHROUGH
openbestof,openbestof,100.0,PASSTHROUGH
opencode-ai,opencode-ai,100.0,PASSTHROUGH
opencv-ai,opencv-ai,100.0,PASSTHROUGH
openedclaude,openedclaude,100.0,PASSTHROUGH
openhackai,openhackai,100.0,PASSTHROUGH
opensolon,opensolon,100.0,PASSTHROUGH
opensquilla,opensquilla,100.0,PASSTHROUGH
operand,operand,100.0,PASSTHROUGH
opgginc,opgginc,100.0,PASSTHROUGH
opinionscience,opinionscience,100.0,PASSTHROUGH
opper-ai,opper-ai,100.0,PASSTHROUGH
oraios,oraios,100.0,PASSTHROUGH
organization-x,organization-x,100.0,PASSTHROUGH
orgexyz,orgexyz,100.0,PASSTHROUGH
origin-brain,origin-brain,100.0,PASSTHROUGH
